id,text,language,intent,product,quantity,city,budget,urgency,priority_score,priority_label,split,template_id,source
LL00530,"namaste 80 sets ke liye bus seats ka wholesale rate batao, total budget 8 lakh urgent chahiye dhanyavad",hinglish,bulk_order,bus seats,80 sets,,8 lakh,1,95,High,train,hinglish-bulk_order-5,synthetic_template
LL00469,"namaste meri travels company Navi Mumbai me hai, 8 bus me pushback seats lagwana hai. kitna discount milega?",hinglish,bulk_order,pushback seats,8 bus,Navi Mumbai,,0,75,High,test,hinglish-bulk_order-1,synthetic_template
LL00635,2 lakh tak personnal loan pao 30 mniute me. abhi click karo!,hinglish,spam,,,,,0,0,Ignore,val,hinglish-spam-0,synthetic_template
LL01646,mi bus wrap che pise dile pan kaam ajun apurna aahe,mr_roman,complaint,bus wrap,,,,0,25,Low,train,mr_roman-complaint-1,synthetic_template
LL01069,"नमस्ते, अपने ट्रैवल बिज़नेस के लिए गारंटीड लीड्स पाएं। सीमित ऑफर, आज ही संपर्क करें। कृपया कॉल करें।",hi,spam,,,,,0,0,Ignore,val,hi-spam-8,synthetic_template
LL01365,अभिनंदन! तुम्ही फ्री iPhone जिंकला आहे. आत्ताच क्लेम करा. कृपया कॉल करा,mr,spam,,,,,0,0,Ignore,test,mr-spam-1,synthetic_template
LL01398,गुगलवर पहिल्या पानाची हमी असलेली SEO सेवा मिळवा.,mr,spam,,,,,0,0,Ignore,test,mr-spam-5,synthetic_template
LL01466,bhopal madeh seat cover basvayla kiti khacrh yeil?,mr_roman,price_query,seat cover,,bhopal,,0,40,Medium,val,mr_roman-price_query-1,synthetic_template
LL01785,"tumchya traavel vyavsayasathi guaranteed leads mila. limited offer, aajach contact kara",mr_roman,spam,,,,,0,0,Ignore,val,mr_roman-spam-8,synthetic_template
LL00402,2 buses ke liye body paint ki price bataao,hinglish,price_query,body paint,2 buses,,,0,50,Medium,train,hinglish-price_query-3,synthetic_template
LL00581,"vinyl branding ki finishing bahut kharab hai, turant theek karo jaldi reply karo",hinglish,complaint,vinyl branding,,,,1,40,Medium,train,hinglish-complaint-2,synthetic_template
LL00208,"Hi, Very poor finish on the music system. Please fix it immediately. Thanks.",en,complaint,music system,,,,0,25,Low,train,en-complaint-2,synthetic_template
LL00909,आपने जो सीलिंग पैनल लगाया था वो खराब हो गया है। यह ठीक नहीं है।,hi,complaint,सीलिंग पैनल,,,,0,25,Low,train,hi-complaint-0,synthetic_template
LL01216,"नमस्कार, आमच्याकडे 20 बसेस आहेत, सर्वांमध्ये लगेज रॅक बसवायचे आहे. कृपया कॉल करा. कृपया कॉल करा.",mr,bulk_order,लगेज रॅक,20 बसेस,,,0,70,High,test,mr-bulk_order-3,synthetic_template
LL01101,बेळगाव मध्ये सीलिंग पॅनल बसवायला किती खर्च येईल? पुढच्या आठवड्यापर्यंत हवे.,mr,price_query,सीलिंग पॅनल,,बेळगाव,,1,55,Medium,train,mr-price_query-1,synthetic_template
LL01072,"फ्री क्रेडिट कार्ड ऑफर, कोई वार्षिक शुल्क नहीं। अभी अप्लाई करें।",hi,spam,,,,,0,0,Ignore,train,hi-spam-9,synthetic_template
LL01682,navi mumbai madhe majhya bus chi delivery 10 divas ushira zali ani koni phone uchalat nahi,mr_roman,complaint,,,navi mumbai,,0,25,Low,train,mr_roman-complaint-4,synthetic_template
LL00673,crypto me invest karo aur 10 din me paisa double karo,hinglish,spam,,,,,0,0,Ignore,val,hinglish-spam-4,synthetic_template
LL01079,"हेलो सर, फ्री क्रेडिट कार्ड ऑफर, कोई वार्षिक शुल्क नहीं। अभी अप्लाई करें। कृपया कॉल करें।",hi,spam,,,,,0,0,Ignore,train,hi-spam-9,synthetic_template
LL00220,seat covers stopped working within a week. I want a refund. Need this done this month,en,complaint,seat covers,,,,1,40,Medium,train,en-complaint-3,synthetic_template
LL00857,"हमारे पास 40 बस हैं, सभी में सीट कवर लगवाना है। कृपया कॉल करें।",hi,bulk_order,सीट कवर,40 बस,,,0,70,High,test,hi-bulk_order-3,synthetic_template
LL01021,घर बैठे रोज़ 3000 कमाएं। WhatsApp करें।,hi,spam,,,,,0,0,Ignore,train,hi-spam-3,synthetic_template
LL01498,"hello sir, mala ceiling panel chi kimmat janun ghyaychi aahe, budget saadharan rs 30000",mr_roman,price_query,ceiling panel,,,rs 30000,0,45,Medium,train,mr_roman-price_query-4,synthetic_template
LL01130,"हॅलो सर, 3 बस साठी फ्लोअरिंग ची किंमत सांगा. लवकर हवे आहे",mr,price_query,फ्लोअरिंग,3 बस,,,1,65,Medium,val,mr-price_query-3,synthetic_template
LL00547,jo CCTV camera aapne lagaya tha wo kharab ho gaya. ye theek nahi hai,hinglish,complaint,CCTV camera,,,,0,25,Low,train,hinglish-complaint-0,synthetic_template
LL00707,"namaste apne travel business ke liye guaranteed leaads pao. limited offer, aaj hi contact karo thanks",hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-8,synthetic_template
LL01403,गुगलवर पहिल्या पानाची हमी असलेली SEO सेवा मिळवा. कृपया कॉल करा.,mr,spam,,,,,0,0,Ignore,test,mr-spam-5,synthetic_template
LL00286,congratulations! you have won a free iphone. claim your prize,en,spam,,,,,0,0,Ignore,test,en-spam-1,synthetic_template
LL00541,jo led lights aapne lagaya tha wo kharab ho gaya. ye theek nahi hai,hinglish,complaint,led lights,,,,0,25,Low,train,hinglish-complaint-0,synthetic_template
LL00637,10 lakh tak personal loan pao 5 minute me. abhi click karo! call karna,hinglish,spam,,,,,0,0,Ignore,val,hinglish-spam-0,synthetic_template
LL01385,"हॅलो सर, घरबसल्या रोज 10000 कमवा. WhatsApp करा. धन्यवाद.",mr,spam,,,,,0,0,Ignore,train,mr-spam-3,synthetic_template
LL00786,"नमस्ते, क्या आप नांदेड़ में सीलिंग पैनल का काम करते हैं? रेट बताइए। कृपया कॉल करें।",hi,price_query,सीलिंग पैनल,,नांदेड़,,0,40,Medium,train,hi-price_query-5,synthetic_template
LL01012,"इंस्टाग्राम फॉलोअर्स 10k बढ़ाएं, सस्ते रेट। अभी DM करें। धन्यवाद।",hi,spam,,,,,0,0,Ignore,train,hi-spam-2,synthetic_template
LL01277,"मी लगेज रॅक चे पैसे दिले, पण काम अजून अपूर्ण आहे. लवकर हवे आहे",mr,complaint,लगेज रॅक,,,,1,40,Medium,test,mr-complaint-1,synthetic_template
LL00987,"वारंटी में पर्दे बदलवाना है, एक महीने में टूट गया।",hi,complaint,पर्दे,,,,0,25,Low,train,hi-complaint-5,synthetic_template
LL00985,"वारंटी में फ्लोरिंग बदलवाना है, एक महीने में टूट गया। जल्दी चाहिए।",hi,complaint,फ्लोरिंग,,,,1,40,Medium,train,hi-complaint-5,synthetic_template
LL00450,sir roof top AC kitne ka padega 1 bus me,hinglish,price_query,roof top AC,1 bus,,,0,50,Medium,test,hinglish-price_query-7,synthetic_template
LL00599,bhai luggage rack ek hafte me hi band ho gaya. mujhe reefund chahiye agle hafte tak chahiye thanks,hinglish,complaint,luggage rack,,,,1,40,Medium,val,hinglish-complaint-3,synthetic_template
LL00180,"Good morning, We are a school in Ratnagiri. Need anti-skid flooring for 60 seats. What is the best price",en,bulk_order,anti-skid flooring,60 seats,Ratnagiri,,0,75,High,val,en-bulk_order-7,synthetic_template
LL00261,warranty claim for ceiling panels. it broke after one month. need this done this month.,en,complaint,ceiling panels,,,,1,40,Medium,train,en-complaint-6,synthetic_template
LL01318,"हॅलो सर, रूफ टॉप AC एका आठवड्यातच बंद पडले. मला रिफंड हवा आहे.",mr,complaint,रूफ टॉप AC,,,,0,25,Low,train,mr-complaint-3,synthetic_template
LL00456,hume 8 buses ke liye flooring chahiye. bulk me kya rate milega,hinglish,bulk_order,flooring,8 buses,,,0,70,High,train,hinglish-bulk_order-0,synthetic_template
LL00913,"हेलो सर, आपने जो सीलिंग पैनल लगाया था वो खराब हो गया है। यह ठीक नहीं है। बहुत ज़रूरी है। धन्यवाद।",hi,complaint,सीलिंग पैनल,,,,1,40,Medium,train,hi-complaint-0,synthetic_template
LL01592,"Nanded madhe delivery sathi 15 buses madhe flooring have, 3 athavdyat aajach bolaycha aahe",mr_roman,bulk_order,flooring,15 buses,Nanded,,1,90,High,test,mr_roman-bulk_order-4,synthetic_template
LL00502,"hamare paas 300 sets hai, sabme bus seats lagwana hai. please call karo",hinglish,bulk_order,bus seats,300 sets,,,0,70,High,val,hinglish-bulk_order-3,synthetic_template
LL01723,abhinandan! tumhi free iPhone jinkla aahe. aatach claim kara,mr_roman,spam,,,,,0,0,Ignore,val,mr_roman-spam-1,synthetic_template
LL01457,Goa mahde LED lights bassvayla kiti kharch yeil,mr_roman,price_query,LED lights,,Goa,,0,40,Medium,val,mr_roman-price_query-1,synthetic_template
LL01613,"20 buses sathi CCTV camera cha ghau dar sanga, ekun budget Rs 5 lakh aahe aajach bolaycha aahe",mr_roman,bulk_order,CCTV camera,20 buses,,Rs 5 lakh,1,95,High,train,mr_roman-bulk_order-5,synthetic_template
LL00585,"namaste LED lights ki finihsing bahut kharab hai, turant theek karo",hinglish,complaint,LED lights,,,,0,25,Low,train,hinglish-complaint-2,synthetic_template
LL01036,गूगल पर पहले पेज की गारंटी के साथ SEO सर्विस पाएं। धन्यवाद।,hi,spam,,,,,0,0,Ignore,train,hi-spam-5,synthetic_template
LL00680,google pe fisrt page guarantee wali SEO service lo call karna,hinglish,spam,,,,,0,0,Ignore,test,hinglish-spam-5,synthetic_template
LL00775,"मुझे सीलिंग पैनल की कीमत जाननी है, बजट लगभग ₹30,000 है। बहुत ज़रूरी है।",hi,price_query,सीलिंग पैनल,,,"₹30,000",1,60,Medium,val,hi-price_query-4,synthetic_template
LL00477,"meri travels company Navi Mumbai me hai, 100 sets me curtains lagwana hai. kitna discount milega?",hinglish,bulk_order,curtains,100 sets,Navi Mumbai,,0,75,High,test,hinglish-bulk_order-1,synthetic_template
LL00105,I run a travel comany in Solapur and need bus seats for 25 buses. What dicsount can you offer? Please call me,en,bulk_order,bus seats,25 buses,Solapur,,0,75,High,train,en-bulk_order-1,synthetic_template
LL01281,"मी सीलिंग पॅनल चे पैसे दिले, पण काम अजून अपूर्ण आहे.",mr,complaint,सीलिंग पॅनल,,,,0,25,Low,test,mr-complaint-1,synthetic_template
LL00318,Invest in crypto and doubble your money in 7 days.,en,spam,,,,,0,0,Ignore,train,en-spam-5,synthetic_template
LL00221,sleeper berths stopped working within a week. I want a refund.,en,complaint,sleeper berths,,,,0,25,Low,train,en-complaint-3,synthetic_template
LL00199,"Hello sir, I paid for anti-skid flooring but the work is still incomplete after 2 weeks. Thank you.",en,complaint,anti-skid flooring,,,,0,25,Low,train,en-complaint-1,synthetic_template
LL00398,1 bus ke liye vinyl branding ki price batao jaldi reply karo dhanyavad,hinglish,price_query,vinyl branding,1 bus,,,1,65,Medium,train,hinglish-price_query-3,synthetic_template
LL00895,"हेलो सर, 10 बसों के लिए पुशबैक सीट का थोक रेट बताइए, कुल बजट 50 लाख है।",hi,bulk_order,पुशबैक सीट,10 बसों,,50 लाख,0,80,High,train,hi-bulk_order-5,synthetic_template
LL01643,"namaskar, mi bus seats che paise dile pan kaam ajun apurna aahe",mr_roman,complaint,bus seats,,,,0,25,Low,train,mr_roman-complaint-1,synthetic_template
LL00495,"bulk order dena hai 25 buses ka, pushback seats chahiye. budget rs 25 lakh urgent chahiye call karna",hinglish,bulk_order,pushback seats,25 buses,,rs 25 lakh,1,95,High,train,hinglish-bulk_order-2,synthetic_template
LL00406,namaste 1 bus ke liye bus seats ki price batao agle hafte tak chahiye,hinglish,price_query,bus seats,1 bus,,,1,65,Medium,train,hinglish-price_query-3,synthetic_template
LL01296,"हॅलो सर, LED लाईट चे फिनिशिंग खूप वाईट आहे, ताबडतोब दुरुस्त करा.",mr,complaint,LED लाईट,,,,0,25,Low,train,mr-complaint-2,synthetic_template
